#separator:tab
#html:true
#tags column:4
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">是 (shì) — verbe copule</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>是 = être. Négation : 不是. Question : 是…吗 ? ou A是不是B ?<br><br><b>Exemples :</b><br>• 我是法国人。<br><small>wǒ <span class=""t4"">shì</span> <span class=""t3"">Fǎ</span><span class=""t2"">guó</span><span class=""t2"">rén</span>。</small><br><i>Je suis français(e).</i><br><br>• 她不是老师，是医生。<br><small><span class=""t1"">tā</span> <span class=""t4"">bù</span> <span class=""t4"">shì</span> <span class=""t3"">lǎo</span><span class=""t1"">shī</span>…</small><br><i>Elle n'est pas professeure, elle est médecin.</i><br><br>• 你是学生吗？<br><small><span class=""t3"">nǐ</span> <span class=""t4"">shì</span> <span class=""t2"">xué</span><span class=""t0"">sheng</span> <span class=""t0"">ma</span>？</small><br><i>Es-tu étudiant(e) ?</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">既然…就… — puisque…alors…</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>既然 introduit un fait déjà admis ou accompli, 就 en tire la conséquence logique.<br><br><b>Exemples :</b><br>• 既然来了，就好好玩吧。<br><small><span class=""t4"">jì</span><span class=""t2"">rán</span> <span class=""t2"">lái</span> <span class=""t0"">le</span>，<span class=""t4"">jiù</span> <span class=""t3"">hǎo</span><span class=""t3"">hǎo</span> <span class=""t2"">wán</span> <span class=""t0"">ba</span>。</small><br><i>Puisque tu es là, profites-en bien.</i><br><br>• 既然你不喜欢，就不要勉强了。<br><small><span class=""t4"">jì</span><span class=""t2"">rán</span> <span class=""t3"">nǐ</span> <span class=""t4"">bù</span> <span class=""t3"">xǐ</span><span class=""t0"">huān</span>…</small><br><i>Puisque tu n'aimes pas ça, ne te force pas.</i><br><br>• 既然决定了，就不要后悔。<br><small><span class=""t4"">jì</span><span class=""t2"">rán</span> <span class=""t2"">jué</span><span class=""t4"">dìng</span> <span class=""t0"">le</span>，<span class=""t4"">jiù</span>…</small><br><i>Puisque c'est décidé, ne regrette pas.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">无论/不管…都/也… — quoi que / quel que soit</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Concession universelle : quelles que soient les conditions. 无论/不管 + question word + 都/也.<br><br><b>Exemples :</b><br>• 无论多忙，都要吃饭。<br><small><span class=""t2"">wú</span><span class=""t4"">lùn</span> <span class=""t1"">duō</span> <span class=""t2"">máng</span>，<span class=""t1"">dōu</span> <span class=""t4"">yào</span> <span class=""t1"">chī</span><span class=""t4"">fàn</span>。</small><br><i>Si occupé(e) que l'on soit, il faut manger.</i><br><br>• 不管怎么说，她都是对的。<br><small><span class=""t4"">bù</span><span class=""t3"">guǎn</span> <span class=""t3"">zěn</span><span class=""t0"">me</span> <span class=""t1"">shuō</span>，<span class=""t1"">tā</span> <span class=""t1"">dōu</span>…</small><br><i>Quoi qu'on dise, elle a raison.</i><br><br>• 无论成功失败，都是经验。<br><small><span class=""t2"">wú</span><span class=""t4"">lùn</span> <span class=""t2"">chéng</span><span class=""t1"">gōng</span> <span class=""t1"">shī</span><span class=""t4"">bài</span>…</small><br><i>Qu'on réussisse ou échoue, c'est de l'expérience.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">与其…不如… — plutôt que de…mieux vaut…</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Exprime une préférence. 与其 introduit l'option moins souhaitable, 不如 introduit l'option préférable.<br><br><b>Exemples :</b><br>• 与其等待，不如行动。<br><small><span class=""t3"">yǔ</span><span class=""t2"">qí</span> <span class=""t3"">děng</span><span class=""t4"">dài</span>，<span class=""t4"">bù</span><span class=""t2"">rú</span> <span class=""t2"">xíng</span><span class=""t4"">dòng</span>。</small><br><i>Plutôt qu'attendre, mieux vaut agir.</i><br><br>• 与其买新的，不如修一修。<br><small><span class=""t3"">yǔ</span><span class=""t2"">qí</span> <span class=""t3"">mǎi</span> <span class=""t1"">xīn</span> <span class=""t0"">de</span>，<span class=""t4"">bù</span><span class=""t2"">rú</span>…</small><br><i>Plutôt qu'en acheter un nouveau, mieux vaut le réparer.</i><br><br>• 与其抱怨，不如改变。<br><small><span class=""t3"">yǔ</span><span class=""t2"">qí</span> <span class=""t4"">bào</span><span class=""t4"">yuàn</span>，<span class=""t4"">bù</span><span class=""t2"">rú</span> <span class=""t3"">gǎi</span><span class=""t4"">biàn</span>。</small><br><i>Plutôt que de se plaindre, mieux vaut changer les choses.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">即使/哪怕…也… — même si…quand même…</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Concession hypothétique forte. 即使/哪怕 introduit une condition extrême hypothétique, 也 exprime le résultat qui tient quand même.<br><br><b>Exemples :</b><br>• 即使下雨，他也会来。<br><small><span class=""t2"">jí</span><span class=""t3"">shǐ</span> <span class=""t4"">xià</span><span class=""t3"">yǔ</span>，<span class=""t1"">tā</span> <span class=""t3"">yě</span> <span class=""t4"">huì</span> <span class=""t2"">lái</span>。</small><br><i>Même s'il pleut, il viendra quand même.</i><br><br>• 哪怕再难，也要坚持。<br><small><span class=""t3"">nǎ</span><span class=""t4"">pà</span> <span class=""t4"">zài</span> <span class=""t2"">nán</span>，<span class=""t3"">yě</span> <span class=""t4"">yào</span> <span class=""t1"">jiān</span><span class=""t2"">chí</span>。</small><br><i>Aussi difficile que ce soit, il faut persévérer.</i><br><br>• 即使失败，也不后悔。<br><small><span class=""t2"">jí</span><span class=""t3"">shǐ</span> <span class=""t1"">shī</span><span class=""t4"">bài</span>，<span class=""t3"">yě</span> <span class=""t4"">bù</span> <span class=""t4"">hòu</span><span class=""t3"">huǐ</span>。</small><br><i>Même en cas d'échec, je ne regrette pas.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">对…来说 vs 对…而言 — pour quelqu'un / selon</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>对…来说</b> = pour (point de vue de quelqu'un, registre courant). <b>对…而言</b> = pour / du point de vue de (registre plus soutenu/écrit).<br><br><b>Exemples :</b><br>• 对孩子来说，玩比学习更重要。<br><small>duì háizi lái shuō, wán bǐ xuéxí gèng zhòngyào</small><br><i>Pour les enfants, jouer est plus important qu'étudier.</i><br><br>• 对初学者而言，这本书太难了。<br><small>duì chūxuézhě ér yán, zhè běn shū tài nán le</small><br><i>Pour les débutants, ce livre est trop difficile.</i><br><br>• 对我来说，健康比金钱更重要。<br><small>duì wǒ lái shuō...</small><br><i>Pour moi, la santé est plus importante que l'argent.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">随着…（的发展）— avec / au fur et à mesure que</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>随着</b> + nom/proposition = au fur et à mesure que / avec l'évolution de. Exprime une évolution parallèle.<br><br><b>Exemples :</b><br>• 随着年龄增长，他越来越成熟。<br><small>suízhe niánlíng zēngzhǎng, tā yuèlái yuè chéngshú</small><br><i>Avec l'avancée en âge, il devient de plus en plus mature.</i><br><br>• 随着技术的进步，生活变得更方便。<br><small>suízhe jìshù de jìnbù...</small><br><i>Avec les progrès techniques, la vie devient plus commode.</i><br><br>• 随着问题的解决，大家放松了。<br><small>suízhe wèntí de jiějué...</small><br><i>Au fur et à mesure que le problème s'est résolu, tout le monde s'est détendu.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">不管…都 vs 无论…都 — quoi que / quel que soit</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>不管</b> = peu importe (oral/courant). <b>无论</b> = quel que soit (écrit/soutenu). Structure : 不管/无论 + clause interrogative + 都/也 + résultat.<br><br><b>Exemples :</b><br>• 不管天气怎么样，我都会去。<br><small>bùguǎn tiānqì zěnme yàng, wǒ dōu huì qù</small><br><i>Quel que soit le temps, j'irai.</i><br><br>• 无论遇到什么困难，都要坚持。<br><small>wúlùn yùdào shénme kùnnan, dōu yào jiānchí</small><br><i>Quelles que soient les difficultés rencontrées, il faut persévérer.</i><br><br>• 不管你信不信，这是真的。<br><small>bùguǎn nǐ xìn bu xìn, zhè shì zhēn de</small><br><i>Que tu le croies ou non, c'est vrai.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">V着V着 — à force de V / en continuant à V</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Répétition du verbe + 着 pour exprimer une action continue qui mène à un changement ou une transition.<br><br><b>Exemples :</b><br>• 他走着走着，突然停了下来。<br><small>tā zǒu zhe zǒu zhe, tūrán tíng le xiàlai</small><br><i>À force de marcher, il s'est soudainement arrêté.</i><br><br>• 她哭着哭着，笑了起来。<br><small>tā kū zhe kū zhe, xiào le qǐlai</small><br><i>À force de pleurer, elle s'est mise à rire.</i><br><br>• 说着说着就聊到了深夜。<br><small>shuō zhe shuō zhe jiù liáo dào le shēnyè</small><br><i>À force de parler, la conversation s'est prolongée jusqu'à tard dans la nuit.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">都…了 — déjà (insistance sur l'état actuel)</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>都…了 souligne que la situation a atteint un stade avancé ou surprenant. 都 intensifie, 了 marque le nouvel état.<br><br><b>Exemples :</b><br>• 都十二点了，还不睡？<br><small>dōu shí'èr diǎn le, hái bù shuì ?</small><br><i>Il est déjà midi, tu ne dors toujours pas ?</i><br><br>• 她都哭了，你还不道歉？<br><small>tā dōu kū le, nǐ hái bù dàoqiàn ?</small><br><i>Elle pleure déjà, tu ne t'excuses toujours pas ?</i><br><br>• 饭都凉了，快来吃吧。<br><small>fàn dōu liáng le, kuài lái chī ba</small><br><i>La nourriture est déjà froide, viens vite manger.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">哪怕 + 最小条件 + 也… — même si (minimal)</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>哪怕</b> introduit la condition minimale concédée, <b>也</b> indique que le résultat tient quand même. Plus dramatique/émotionnel que 即使.<br><br><b>Exemples :</b><br>• 哪怕一分钟，我也不想等。<br><small>nǎpà yī fēnzhōng, wǒ yě bù xiǎng děng</small><br><i>Je ne veux pas attendre, même une minute.</i><br><br>• 哪怕是最简单的事，她也要做到最好。<br><small>nǎpà shì zuì jiǎndān de shì...</small><br><i>Même pour la chose la plus simple, elle veut faire de son mieux.</i><br><br>• 哪怕再难，只要努力就有希望。<br><small>nǎpà zài nán, zhǐyào nǔlì jiù yǒu xīwàng</small><br><i>Aussi difficile que ce soit, si on travaille, il y a de l'espoir.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">不是…就是… / 要么…要么… — soit…soit…</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>不是A就是B</b> = soit A soit B (ensemble exhaustif).<br><b>要么A要么B</b> = soit A soit B (choix entre deux options, souvent exclusif).<br><br><b>Exemples :</b><br>• 他不是在打游戏，就是在刷手机。<br><small>tā bùshì zài dǎ yóuxì, jiùshì zài shuā shǒujī</small><br><i>Il joue soit aux jeux vidéo, soit scrolle sur son téléphone.</i><br><br>• 要么接受，要么拒绝，没有第三条路。<br><small>yàome jiēshòu, yàome jùjué, méiyǒu dìsān tiáo lù</small><br><i>Soit on accepte, soit on refuse — pas de troisième option.</i><br><br>• 这件事不是你的错就是我的错。<br><small>zhè jiàn shì bùshì nǐ de cuò jiùshì wǒ de cuò</small><br><i>Soit c'est ta faute, soit c'est la mienne.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">对…有益/有害/有影响 — avoir un effet sur</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>对 + domaine + 有益/有害/有影响/有帮助 = être bénéfique/nuisible/avoir une influence/être utile à.<br><br><b>Exemples :</b><br>• 适量运动对身体有益。<br><small>shìliàng yùndòng duì shēntǐ yǒuyì</small><br><i>L'exercice modéré est bénéfique pour le corps.</i><br><br>• 过度依赖手机对睡眠有害。<br><small>guòdù yīlài shǒujī duì shuìmián yǒuhài</small><br><i>Une dépendance excessive au téléphone nuit au sommeil.</i><br><br>• 这个决定对整个团队都有影响。<br><small>zhège juédìng duì zhěnggè tuánduì dōu yǒu yǐngxiǎng</small><br><i>Cette décision a une incidence sur toute l'équipe.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">一方面…另一方面… — d'un côté…de l'autre…</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Présente deux aspects d'une même situation. Souvent utilisé pour exprimer une tension ou complémentarité.<br><br><b>Exemples :</b><br>• 一方面要赚钱，另一方面也要照顾家庭。<br><small>yī fāngmiàn yào zhuànqián, lìng yī fāngmiàn yě yào...</small><br><i>D'un côté, il faut gagner de l'argent ; de l'autre, il faut aussi s'occuper de la famille.</i><br><br>• 这个政策一方面降低了成本，另一方面也带来了新风险。<br><small>...</small><br><i>Cette politique réduit d'un côté les coûts, mais introduit de l'autre de nouveaux risques.</i><br><br>• 她一方面很感动，另一方面又有些不知所措。<br><small>...</small><br><i>D'un côté, elle était très touchée ; de l'autre, elle ne savait pas trop quoi faire.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">不得不 — être obligé de / ne pas pouvoir ne pas</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>不得不</b> + V = être contraint de faire (double négation → obligation inévitable). Résignation ou nécessité forcée.<br><br><b>Exemples :</b><br>• 他不得不接受这个结果。<br><small>tā bùdébù jiēshòu zhège jiéguǒ</small><br><i>Il était obligé d'accepter ce résultat.</i><br><br>• 面对现实，我们不得不做出改变。<br><small>miàn duì xiànshí, wǒmen bùdébù zuò chū gǎibiàn</small><br><i>Face à la réalité, nous n'avons pas d'autre choix que de changer.</i><br><br>• 她不得不承认自己错了。<br><small>tā bùdébù chéngrèn zìjǐ cuò le</small><br><i>Elle était forcée d'admettre qu'elle avait tort.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">非…不可 — il faut absolument / impossible de ne pas</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>非 + V/adj + 不可 = obligation absolue (ne peut pas ne pas faire). Exprime souvent la nécessité inévitable ou le désir impérieux.<br><br><b>Exemples :</b><br>• 这道题非你解答不可。<br><small>zhè dào tí fēi nǐ jiědá bùkě</small><br><i>C'est toi et personne d'autre qui peut résoudre ce problème.</i><br><br>• 他非赢不可，否则后果严重。<br><small>tā fēi yíng bùkě...</small><br><i>Il doit absolument gagner, sinon les conséquences seront graves.</i><br><br>• 这本书非读不可。<br><small>zhè běn shū fēi dú bùkě</small><br><i>Ce livre, il faut absolument le lire.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">难道 — est-ce vraiment possible que (rhétorique)</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>难道</b> introduit une question rhétorique exprimant la surprise, l'incrédulité ou le blâme. La réponse implicite est toujours négative.<br><br><b>Exemples :</b><br>• 难道你不知道今天有考试吗？<br><small>nándào nǐ bù zhīdào jīntiān yǒu kǎoshì ma ?</small><br><i>Tu ne savais vraiment pas qu'il y avait un examen aujourd'hui ?</i><br><br>• 难道我说的话你一句都不信吗？<br><small>nándào wǒ shuō de huà nǐ yī jù dōu bù xìn ma ?</small><br><i>Est-ce que tu ne crois vraiment pas un seul mot de ce que je dis ?</i><br><br>• 这件事难道真的没有解决办法吗？<br><small>zhè jiàn shì nándào zhēn de méiyǒu jiějué bànfǎ ma ?</small><br><i>Y a-t-il vraiment aucune façon de résoudre ça ?</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">到底 (assertif) vs 究竟 — au fond / en définitive</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>到底</b> et <b>究竟</b> s'utilisent tous les deux pour exiger une réponse définitive dans les questions. <b>到底</b> = oral/émotionnel. <b>究竟</b> = plus neutre/formel.<br><br><b>Exemples :</b><br>• 你到底想要什么？<br><small>nǐ dàodǐ xiǎng yào shénme ?</small><br><i>Qu'est-ce que tu veux au fond ?</i><br><br>• 这究竟是怎么回事？<br><small>zhè jiūjìng shì zěnme huíshì ?</small><br><i>Qu'est-ce qui se passe réellement ?</i><br><br>• 他到底去没去，没人说得清楚。<br><small>tā dàodǐ qù méi qù, méirén shuō de qīngchǔ</small><br><i>S'il y est allé ou non, personne ne peut le dire clairement.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">竟然 / 居然 — étonnamment / contre toute attente</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>竟然</b> / <b>居然</b> = étonnamment (résultat inattendu, souvent négatif ou surprenant). Toujours devant le verbe. Peuvent être interchangeables dans la plupart des contextes.<br><br><b>Exemples :</b><br>• 他竟然在考场里睡着了！<br><small>tā jìngrán zài kǎochǎng lǐ shuìzháo le !</small><br><i>Incroyable, il s'est endormi dans la salle d'examen !</i><br><br>• 这本书居然卖了三百万册！<br><small>zhè běn shū jūrán mài le sānbǎi wàn cè !</small><br><i>Ce livre s'est vendu à trois millions d'exemplaires, incroyable !</i><br><br>• 她居然一个人把那个项目做完了。<br><small>tā jūrán yīgèrén bǎ nà ge xiàngmù zuòwán le</small><br><i>Elle a étonnamment terminé ce projet toute seule.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">何必 — pourquoi s'en faire / inutile de (rhétorique)</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>何必</b> + V = pourquoi s'en faire à propos de / inutile de. Exprime l'inutilité d'une action.<br><br><b>Exemples :</b><br>• 何必这么认真呢，放松一点。<br><small>hébì zhème rènzhēn ne, fàngsōng yīdiǎn</small><br><i>Pourquoi être aussi sérieux ? Détends-toi un peu.</i><br><br>• 这件事已经过去了，何必再提？<br><small>zhè jiàn shì yǐjīng guòqù le, hébì zài tí ?</small><br><i>C'est passé — pourquoi en reparler ?</i><br><br>• 那个人不值得，何必为他难过。<br><small>nà gè rén bù zhídé, hébì wèi tā nánguò</small><br><i>Cette personne n'en vaut pas la peine — pourquoi se rendre triste pour elle ?</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">就算 / 哪怕…也… — même si (concession orale)</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>就算</b> = même si (hypothèse, oral). <b>哪怕</b> = même si (émotionnel, dramatique). Les deux précèdent une proposition hypothétique, suivies de 也.<br><br><b>Exemples :</b><br>• 就算失败了，也没关系，我们再来一次。<br><small>jiù suàn shībài le, yě méiguānxi</small><br><i>Même si on échoue, pas grave — on recommence.</i><br><br>• 哪怕只有一点点希望，我也不会放弃。<br><small>nǎpà zhǐ yǒu yīdiǎndiǎn xīwàng, wǒ yě bù huì fàngqì</small><br><i>Même s'il n'y a qu'une toute petite espérance, je n'abandonnerai pas.</i><br><br>• 就算再难，他都会想办法解决。<br><small>jiù suàn zài nán, tā dōu huì xiǎng bànfǎ jiějué</small><br><i>Aussi difficile que ce soit, il trouvera un moyen de le résoudre.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">一来…二来… — d'une part…d'autre part… (raisons)</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Liste deux raisons ou deux aspects. Peut se prolonger avec 三来.<br><br><b>Exemples :</b><br>• 我不想去，一来太贵了，二来也没时间。<br><small>wǒ bù xiǎng qù, yī lái tài guì le, èr lái yě méi shíjiān</small><br><i>Je ne veux pas y aller — d'une part c'est trop cher, d'autre part je n'ai pas le temps.</i><br><br>• 这样做一来方便，二来也省钱。<br><small>zhèyàng zuò yī lái fāngbiàn, èr lái yě shěngqián</small><br><i>Faire ainsi est d'une part pratique, d'autre part économique.</i><br><br>• 她选这份工作，一来薪资不错，二来离家近。<br><small>...</small><br><i>Elle a choisi ce travail — d'une part le salaire est bon, d'autre part c'est près de chez elle.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">大不了 — au pire / ce n'est pas grave si</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>大不了</b> + V = au pire, le pire qui puisse arriver est V. Exprime la relativisation de l'enjeu.<br><br><b>Exemples :</b><br>• 大不了不去，有什么了不起的。<br><small>dàbuliǎo bù qù, yǒu shénme liǎobuqǐ de</small><br><i>Au pire on n'y va pas — qu'est-ce que ça change ?</i><br><br>• 失败了大不了再来一次。<br><small>shībài le dàbuliǎo zài lái yī cì</small><br><i>Si on échoue, au pire on recommence.</i><br><br>• 大不了被批评几句，没什么大事。<br><small>dàbuliǎo bèi pīpíng jǐ jù</small><br><i>Au pire on se fait réprimander — c'est pas la fin du monde.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">免得 — pour éviter que / pour ne pas que</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>免得</b> + résultat à éviter = afin d'éviter que. Toujours après une action préventive.<br><br><b>Exemples :</b><br>• 早点出发，免得堵车迟到。<br><small>zǎo diǎn chūfā, miǎnde dǔchē chídào</small><br><i>Pars tôt pour éviter les embouteillages et d'arriver en retard.</i><br><br>• 把规则说清楚，免得误会。<br><small>bǎ guīzé shuō qīngchǔ, miǎnde wùhuì</small><br><i>Explique bien les règles pour éviter les malentendus.</i><br><br>• 她没有多说，免得引起不必要的担心。<br><small>tā méiyǒu duō shuō, miǎnde yǐnqǐ bù bìyào de dānxīn</small><br><i>Elle n'a pas dit grand-chose pour éviter d'inquiéter inutilement.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">不外乎 / 无非 — rien d'autre que / c'est tout simplement</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>不外乎</b> / <b>无非</b> = rien d'autre que / c'est tout simplement. Résume ce qui suit comme étant limité à cela.<br><br><b>Exemples :</b><br>• 他的成功不外乎两点：努力和运气。<br><small>tā de chénggōng bùwàihu liǎng diǎn...</small><br><i>Son succès ne tient à rien d'autre que deux choses : le travail et la chance.</i><br><br>• 这不过是无非想引起注意罢了。<br><small>zhè bùguò shì wúfēi xiǎng yǐnqǐ zhùyì bàle</small><br><i>Ce n'est rien de plus que vouloir attirer l'attention.</i><br><br>• 无非就是钱的问题，别想太多了。<br><small>wúfēi jiùshì qián de wèntí, bié xiǎng tài duō le</small><br><i>Ce n'est vraiment qu'une question d'argent — ne te prends pas trop la tête.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">之所以…是因为… — si…c'est parce que…</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>之所以 + résultat, 是因为 + cause. Explique la raison d'un fait. Registre écrit/soutenu.<br><br><b>Exemples :</b><br>• 她之所以成功，是因为不断努力。<br><small><span class=""t1"">tā</span> <span class=""t1"">zhī</span><span class=""t3"">suǒ</span><span class=""t3"">yǐ</span> <span class=""t2"">chéng</span><span class=""t1"">gōng</span>…</small><br><i>Si elle réussit, c'est parce qu'elle travaille sans cesse.</i><br><br>• 之所以难，是因为没有基础。<br><small>…<span class=""t4"">shì</span> <span class=""t1"">yīn</span><span class=""t4"">wèi</span> <span class=""t2"">méi</span><span class=""t3"">yǒu</span> <span class=""t1"">jī</span><span class=""t3"">chǔ</span>。</small><br><i>Si c'est difficile, c'est parce qu'il n'y a pas de bases.</i><br><br>• 公司之所以发展快，是因为管理得当。<br><small>…<span class=""t4"">shì</span> <span class=""t1"">yīn</span><span class=""t4"">wèi</span> <span class=""t3"">guǎn</span><span class=""t3"">lǐ</span> <span class=""t2"">dé</span><span class=""t4"">dàng</span>。</small><br><i>Si l'entreprise se développe vite, c'est grâce à une bonne gestion.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">尽管…但… — bien que (fort) / malgré…</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>尽管 (même si / bien que) est plus fort que 虽然. Insiste sur le fait que la concession est importante mais n'empêche pas le résultat.<br><br><b>Exemples :</b><br>• 尽管困难重重，他仍坚持了下来。<br><small><span class=""t3"">jǐn</span><span class=""t3"">guǎn</span> <span class=""t4"">kùn</span><span class=""t2"">nán</span> <span class=""t2"">chóng</span><span class=""t2"">chóng</span>…</small><br><i>Malgré d'innombrables difficultés, il a persévéré.</i><br><br>• 尽管天气不好，活动照常进行。<br><small><span class=""t3"">jǐn</span><span class=""t3"">guǎn</span> <span class=""t1"">tiān</span><span class=""t4"">qì</span> <span class=""t4"">bù</span> <span class=""t3"">hǎo</span>…</small><br><i>Malgré le mauvais temps, l'événement s'est tenu normalement.</i><br><br>• 尽管如此，她从未放弃。<br><small><span class=""t3"">jǐn</span><span class=""t3"">guǎn</span> <span class=""t2"">rú</span><span class=""t3"">cǐ</span>，<span class=""t1"">tā</span> <span class=""t2"">cóng</span><span class=""t2"">wèi</span> <span class=""t4"">fàng</span><span class=""t4"">qì</span>。</small><br><i>Malgré tout cela, elle n'a jamais abandonné.</i><br><br></div>"		grammaire deck_v2
