#separator:tab
#html:true
#tags column:4
#deck column:5
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">是 (shì) — verbe copule</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>是 = être. Négation : 不是. Question : 是…吗 ? ou A是不是B ?<br><br><b>Exemples :</b><br>• 我是法国人。<br><small><span class=""t3"">wǒ</span> <span class=""t4"">shì</span> <span class=""t3"">fǎ</span><span class=""t2"">guó</span><span class=""t2"">rén</span>。</small><br><i>Je suis français(e).</i><br><br>• 她不是老师，是医生。<br><small><span class=""t1"">tā</span> <span class=""t2"">bú</span><span class=""t4"">shì</span> <span class=""t3"">lǎo</span><span class=""t1"">shī</span>， <span class=""t4"">shì</span> <span class=""t1"">yī</span><span class=""t1"">shēng</span>。</small><br><i>Elle n'est pas professeure, elle est médecin.</i><br><br>• 你是学生吗？<br><small><span class=""t3"">nǐ</span> <span class=""t4"">shì</span> <span class=""t2"">xué</span><span class=""t0"">sheng</span> <span class=""t0"">ma</span>？</small><br><i>Es-tu étudiant(e) ?</i><br><br></div>"		HSK::1 grammaire deck_v2	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">不是，… — non mais…, attends (objection orale en tête de réplique)</span><br><br><small style=""color:#888"">HSK 7</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>En tête de réplique, suivi d'une courte pause, 不是 ne nie pas un élément précis de la phrase : c'est un marqueur de discours qui exprime la surprise, l'incompréhension ou le désaccord face à ce que l'autre vient de dire ou de faire, comme « Non mais… » ou « Attends… ». Il introduit souvent une question indignée ou un reproche, et peut être redoublé (不是不是). Le locuteur l'emploie aussi pour se corriger lui-même au milieu d'une phrase (周三，不是，周四). Oral familier uniquement ; à distinguer de la négation ordinaire 不是 (« ne pas être ») et de la question rhétorique 不是…吗？.<br><br><b>Exemples :</b><br>• 不是，你怎么又把钥匙忘在家里了？<br><small><span class=""t2"">bú</span><span class=""t4"">shì</span>， <span class=""t3"">nǐ</span> <span class=""t3"">zěn</span><span class=""t0"">me</span> <span class=""t4"">yòu</span> <span class=""t3"">bǎ</span> <span class=""t4"">yào</span><span class=""t0"">shi</span> <span class=""t4"">wàng</span> <span class=""t4"">zài</span> <span class=""t1"">jiā</span><span class=""t3"">lǐ</span> <span class=""t0"">le</span>？</small><br><i>Non mais, comment as-tu encore pu oublier tes clés à la maison ?</i><br><br>• 不是，这件事怎么能怪我呢？<br><small><span class=""t2"">bú</span><span class=""t4"">shì</span>， <span class=""t4"">zhè</span><span class=""t4"">jiàn</span> <span class=""t4"">shì</span> <span class=""t3"">zěn</span><span class=""t0"">me</span> <span class=""t2"">néng</span><span class=""t4"">guài</span> <span class=""t3"">wǒ</span> <span class=""t0"">ne</span>？</small><br><i>Attends, en quoi est-ce que c'est de ma faute ?</i><br><br>• 我们周三见吧，不是，周四，我周三有课。<br><small><span class=""t3"">wǒ</span><span class=""t0"">men</span> <span class=""t1"">zhōu</span><span class=""t1"">sān</span> <span class=""t4"">jiàn</span> <span class=""t0"">ba</span>， <span class=""t2"">bú</span><span class=""t4"">shì</span>， <span class=""t1"">zhōu</span><span class=""t4"">sì</span>， <span class=""t3"">wǒ</span> <span class=""t1"">zhōu</span><span class=""t1"">sān</span> <span class=""t3"">yǒu</span><span class=""t4"">kè</span>。</small><br><i>Voyons-nous mercredi, non, jeudi : mercredi, j'ai cours.</i><br><br></div>"		HSK::7 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::7 · HSK 7-9
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">不是我说你 — sans vouloir te critiquer, mais…</span><br><br><small style=""color:#888"">HSK 7</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Formule orale qui annonce une critique adressée à l'interlocuteur : en disant « ce n'est pas que je veuille te critiquer », le locuteur adoucit la remarque qui suit tout en l'annonçant clairement. Elle s'emploie surtout entre proches, ou d'un aîné à un plus jeune, et la critique suit immédiatement, souvent avec 也太…了, 总是 ou 该…了. On peut remplacer 你 par un tiers (不是我说他) pour critiquer une personne absente. Le ton est familier ; la formule n'appartient pas à l'écrit.<br><br><b>Exemples :</b><br>• 不是我说你，你也该早点儿找份工作了。<br><small><span class=""t2"">bú</span><span class=""t4"">shì</span> <span class=""t3"">wǒ</span> <span class=""t1"">shuō</span> <span class=""t3"">nǐ</span>， <span class=""t3"">nǐ</span> <span class=""t3"">yě</span> <span class=""t1"">gāi</span> <span class=""t3"">zǎo</span><span class=""t3"">diǎn</span><span class=""t0"">r</span> <span class=""t3"">zhǎo</span><span class=""t4"">fèn</span> <span class=""t1"">gōng</span><span class=""t4"">zuò</span> <span class=""t0"">le</span>。</small><br><i>Sans vouloir te faire la morale, il serait temps que tu te trouves un travail.</i><br><br>• 不是我说你，你花钱也太大手大脚了。<br><small><span class=""t2"">bú</span><span class=""t4"">shì</span> <span class=""t3"">wǒ</span> <span class=""t1"">shuō</span> <span class=""t3"">nǐ</span>， <span class=""t3"">nǐ</span> <span class=""t1"">huā</span><span class=""t2"">qián</span> <span class=""t3"">yě</span> <span class=""t4"">tài</span> <span class=""t4"">dà</span><span class=""t3"">shǒu</span><span class=""t4"">dà</span><span class=""t3"">jiǎo</span> <span class=""t0"">le</span>。</small><br><i>Ce n'est pas pour te critiquer, mais tu dépenses vraiment sans compter.</i><br><br>• 不是我说他，他做事总是只考虑自己。<br><small><span class=""t2"">bú</span><span class=""t4"">shì</span> <span class=""t3"">wǒ</span> <span class=""t1"">shuō</span> <span class=""t1"">tā</span>， <span class=""t1"">tā</span> <span class=""t4"">zuò</span><span class=""t4"">shì</span> <span class=""t3"">zǒng</span><span class=""t4"">shì</span> <span class=""t3"">zhǐ</span> <span class=""t3"">kǎo</span><span class=""t4"">lǜ</span> <span class=""t4"">zì</span><span class=""t3"">jǐ</span>。</small><br><i>Ce n'est pas pour dire du mal de lui, mais il ne pense jamais qu'à lui-même.</i><br><br></div>"		HSK::7 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::7 · HSK 7-9
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">反过来（说） — inversement, à l'inverse</span><br><br><small style=""color:#888"">HSK 7</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>反过来 (« en retournant les choses ») introduit la relation inverse de celle qui vient d'être énoncée : si A agit sur B, B agit aussi en retour sur A. Avec 说, 反过来说 devient un marqueur de raisonnement qui examine le point de vue opposé : « inversement, à l'inverse ». Il se place en tête de proposition suivi d'une virgule, ou directement devant le verbe (反过来影响…). On l'emploie à l'oral comme dans l'écrit argumentatif ; à distinguer de 反而, qui marque un résultat contraire à ce qu'on attendait.<br><br><b>Exemples :</b><br>• 经济发展影响教育，反过来，教育也推动经济发展。<br><small><span class=""t1"">jīng</span><span class=""t4"">jì</span> <span class=""t1"">fā</span><span class=""t3"">zhǎn</span> <span class=""t3"">yǐng</span><span class=""t3"">xiǎng</span> <span class=""t4"">jiào</span><span class=""t4"">yù</span>， <span class=""t3"">fǎn</span><span class=""t4"">guò</span><span class=""t2"">lái</span>， <span class=""t4"">jiào</span><span class=""t4"">yù</span> <span class=""t3"">yě</span> <span class=""t1"">tuī</span><span class=""t4"">dòng</span> <span class=""t1"">jīng</span><span class=""t4"">jì</span> <span class=""t1"">fā</span><span class=""t3"">zhǎn</span>。</small><br><i>Le développement économique influe sur l'éducation ; inversement, l'éducation stimule aussi le développement économique.</i><br><br>• 压力太大会影响睡眠，睡不好反过来又会增加压力。<br><small><span class=""t1"">yā</span><span class=""t4"">lì</span> <span class=""t4"">tài</span> <span class=""t4"">dà</span><span class=""t4"">huì</span> <span class=""t3"">yǐng</span><span class=""t3"">xiǎng</span> <span class=""t4"">shuì</span><span class=""t2"">mián</span>， <span class=""t4"">shuì</span> <span class=""t4"">bù</span><span class=""t3"">hǎo</span> <span class=""t3"">fǎn</span><span class=""t4"">guò</span><span class=""t2"">lái</span> <span class=""t4"">yòu</span> <span class=""t4"">huì</span> <span class=""t1"">zēng</span><span class=""t1"">jiā</span> <span class=""t1"">yā</span><span class=""t4"">lì</span>。</small><br><i>Trop de stress nuit au sommeil, et à l'inverse, mal dormir augmente encore le stress.</i><br><br>• 你总说他不理解你，反过来说，你理解他吗？<br><small><span class=""t3"">nǐ</span> <span class=""t3"">zǒng</span> <span class=""t1"">shuō</span> <span class=""t1"">tā</span> <span class=""t4"">bù</span> <span class=""t3"">lǐ</span><span class=""t3"">jiě</span> <span class=""t3"">nǐ</span>， <span class=""t3"">fǎn</span><span class=""t4"">guò</span><span class=""t2"">lái</span><span class=""t1"">shuō</span>， <span class=""t3"">nǐ</span> <span class=""t3"">lǐ</span><span class=""t3"">jiě</span> <span class=""t1"">tā</span> <span class=""t0"">ma</span>？</small><br><i>Tu dis toujours qu'il ne te comprend pas ; mais à l'inverse, est-ce que toi, tu le comprends ?</i><br><br></div>"		HSK::7 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::7 · HSK 7-9
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">概括来说 — pour résumer, en résumé</span><br><br><small style=""color:#888"">HSK 7</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>概括 signifie « résumer, synthétiser ». 概括来说 (ou 概括地说, 概括起来说) ouvre une phrase qui ramène un contenu long ou complexe à quelques points essentiels, souvent annoncés par un chiffre (主要有两点, 三个方面). Il se place en tête de phrase ou après le thème (他的观点概括来说就是…). Registre écrit ou oral formel (exposé, compte rendu) : plus soutenu que 简单来说, et moins conclusif que 总而言之 ou 综上所述, qui ferment un développement.<br><br><b>Exemples :</b><br>• 概括来说，这篇文章主要讨论了三个问题。<br><small><span class=""t4"">gài</span><span class=""t4"">kuò</span> <span class=""t2"">lái</span><span class=""t1"">shuō</span>， <span class=""t4"">zhè</span> <span class=""t1"">piān</span><span class=""t2"">wén</span><span class=""t1"">zhāng</span> <span class=""t3"">zhǔ</span><span class=""t4"">yào</span> <span class=""t3"">tǎo</span><span class=""t4"">lùn</span> <span class=""t0"">le</span> <span class=""t1"">sān</span><span class=""t4"">gè</span> <span class=""t4"">wèn</span><span class=""t2"">tí</span>。</small><br><i>Pour résumer, cet article traite principalement de trois questions.</i><br><br>• 概括来说，失败的原因有两个：准备不足和时间太紧。<br><small><span class=""t4"">gài</span><span class=""t4"">kuò</span> <span class=""t2"">lái</span><span class=""t1"">shuō</span>， <span class=""t1"">shī</span><span class=""t4"">bài</span> <span class=""t0"">de</span> <span class=""t2"">yuán</span><span class=""t1"">yīn</span> <span class=""t3"">yǒu</span> <span class=""t3"">liǎng</span><span class=""t4"">gè</span>： <span class=""t3"">zhǔn</span><span class=""t4"">bèi</span> <span class=""t4"">bù</span><span class=""t2"">zú</span> <span class=""t2"">hé</span> <span class=""t2"">shí</span><span class=""t1"">jiān</span> <span class=""t4"">tài</span><span class=""t3"">jǐn</span>。</small><br><i>En résumé, l'échec a deux causes : une préparation insuffisante et des délais trop serrés.</i><br><br>• 这次会议的内容，概括来说就是四个字：节约成本。<br><small><span class=""t4"">zhè</span><span class=""t4"">cì</span> <span class=""t4"">huì</span><span class=""t4"">yì</span> <span class=""t0"">de</span> <span class=""t4"">nèi</span><span class=""t2"">róng</span>， <span class=""t4"">gài</span><span class=""t4"">kuò</span> <span class=""t2"">lái</span><span class=""t1"">shuō</span> <span class=""t4"">jiù</span><span class=""t4"">shì</span> <span class=""t4"">sì</span><span class=""t4"">gè</span> <span class=""t4"">zì</span>： <span class=""t2"">jié</span><span class=""t1"">yuē</span> <span class=""t2"">chéng</span><span class=""t3"">běn</span>。</small><br><i>Le contenu de cette réunion, pour le résumer, tient en quatre caractères : réduire les coûts.</i><br><br></div>"		HSK::7 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::7 · HSK 7-9
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">归根到底 — en dernière analyse, au fond</span><br><br><small style=""color:#888"">HSK 7</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Littéralement « retourner à la racine, aller jusqu'au fond ». 归根到底 (variante plus fréquente à l'écrit : 归根结底) dégage la cause profonde ou l'essentiel d'une question, par-delà les aspects secondaires : « en dernière analyse, au fond ». Il se place en tête de phrase ou devant le prédicat, et il est souvent suivi de 是, 还是 ou 在于. Registre soutenu, fréquent dans l'argumentation ; contrairement à 到底, il ne s'emploie jamais dans une question.<br><br><b>Exemples :</b><br>• 这些问题归根到底是管理上的问题。<br><small><span class=""t4"">zhè</span><span class=""t1"">xiē</span> <span class=""t4"">wèn</span><span class=""t2"">tí</span> <span class=""t1"">guī</span><span class=""t1"">gēn</span><span class=""t4"">dào</span><span class=""t3"">dǐ</span> <span class=""t4"">shì</span> <span class=""t3"">guǎn</span><span class=""t3"">lǐ</span> <span class=""t4"">shàng</span> <span class=""t0"">de</span> <span class=""t4"">wèn</span><span class=""t2"">tí</span>。</small><br><i>En dernière analyse, ces problèmes sont des problèmes de gestion.</i><br><br>• 归根到底，孩子的习惯是受父母影响的。<br><small><span class=""t1"">guī</span><span class=""t1"">gēn</span><span class=""t4"">dào</span><span class=""t3"">dǐ</span>， <span class=""t2"">hái</span><span class=""t0"">zi</span> <span class=""t0"">de</span> <span class=""t2"">xí</span><span class=""t4"">guàn</span> <span class=""t4"">shì</span> <span class=""t4"">shòu</span> <span class=""t4"">fù</span><span class=""t3"">mǔ</span> <span class=""t3"">yǐng</span><span class=""t3"">xiǎng</span> <span class=""t0"">de</span>。</small><br><i>Au fond, les habitudes des enfants sont façonnées par leurs parents.</i><br><br>• 企业之间的竞争，归根到底是人才的竞争。<br><small><span class=""t3"">qǐ</span><span class=""t4"">yè</span> <span class=""t1"">zhī</span><span class=""t1"">jiān</span> <span class=""t0"">de</span> <span class=""t4"">jìng</span><span class=""t1"">zhēng</span>， <span class=""t1"">guī</span><span class=""t1"">gēn</span><span class=""t4"">dào</span><span class=""t3"">dǐ</span> <span class=""t4"">shì</span> <span class=""t2"">rén</span><span class=""t2"">cái</span> <span class=""t0"">de</span> <span class=""t4"">jìng</span><span class=""t1"">zhēng</span>。</small><br><i>La concurrence entre entreprises est, en dernière analyse, une concurrence pour les talents.</i><br><br></div>"		HSK::7 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::7 · HSK 7-9
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">话是这么说，可… — c'est vrai, mais… (concéder puis objecter)</span><br><br><small style=""color:#888"">HSK 7</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Le locuteur reconnaît d'abord que ce qui vient d'être dit, en général par l'autre, est juste en principe (« c'est vrai », « c'est bien joli à dire »), puis il introduit une objection pratique avec 可, 可是, 但是 ou 不过. La formule sert souvent à dire que la chose est plus facile à dire qu'à faire. Registre oral ; dans un style plus écrit, on dit 话虽如此 ou 话虽这么说. À distinguer de 话又说回来, par lequel on nuance plutôt ses propres propos.<br><br><b>Exemples :</b><br>• 话是这么说，可真做起来就没那么容易了。<br><small><span class=""t4"">huà</span> <span class=""t4"">shì</span> <span class=""t4"">zhè</span><span class=""t0"">me</span> <span class=""t1"">shuō</span>， <span class=""t3"">kě</span><span class=""t1"">zhēn</span> <span class=""t4"">zuò</span> <span class=""t3"">qǐ</span><span class=""t2"">lái</span> <span class=""t4"">jiù</span> <span class=""t2"">méi</span> <span class=""t4"">nà</span><span class=""t0"">me</span> <span class=""t2"">róng</span><span class=""t4"">yì</span> <span class=""t0"">le</span>。</small><br><i>C'est vite dit, mais quand on s'y met vraiment, ce n'est pas si facile.</i><br><br>• 话是这么说，但是钱从哪儿来呢？<br><small><span class=""t4"">huà</span> <span class=""t4"">shì</span> <span class=""t4"">zhè</span><span class=""t0"">me</span> <span class=""t1"">shuō</span>， <span class=""t4"">dàn</span><span class=""t4"">shì</span> <span class=""t2"">qián</span> <span class=""t2"">cóng</span> <span class=""t3"">nǎ</span><span class=""t0"">r</span> <span class=""t2"">lái</span> <span class=""t0"">ne</span>？</small><br><i>C'est vrai, mais l'argent, il viendra d'où ?</i><br><br>• “别想那么多。”“话是这么说，可我就是睡不着。”<br><small>“ <span class=""t2"">bié</span><span class=""t3"">xiǎng</span> <span class=""t4"">nà</span><span class=""t0"">me</span> <span class=""t1"">duō</span>。”“ <span class=""t4"">huà</span> <span class=""t4"">shì</span> <span class=""t4"">zhè</span><span class=""t0"">me</span> <span class=""t1"">shuō</span>， <span class=""t3"">kě</span> <span class=""t3"">wǒ</span> <span class=""t4"">jiù</span><span class=""t4"">shì</span> <span class=""t4"">shuì</span><span class=""t4"">bù</span><span class=""t2"">zháo</span>。”</small><br><i>« Ne te pose pas tant de questions. » « C'est facile à dire, mais je n'arrive pas à dormir. »</i><br><br></div>"		HSK::7 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::7 · HSK 7-9
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">话（又）说回来 — cela dit, d'un autre côté</span><br><br><small style=""color:#888"">HSK 7</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Littéralement « la parole revient en arrière ». Après avoir développé une idée, le locuteur signale qu'il considère maintenant l'aspect opposé ou complémentaire, ce qui nuance ce qu'il vient de dire : « cela dit », « d'un autre côté ». La formule peut aussi marquer le retour au sujet principal après une digression. Elle se place en tête de phrase, suivie d'une virgule, souvent précédée de 不过 ou 但是 ; registre oral ou écrit familier. Contrairement à 话是这么说, qui répond à l'interlocuteur, 话又说回来 nuance en général ses propres propos.<br><br><b>Exemples :</b><br>• 这份工作工资不高，话又说回来，离家近也挺方便。<br><small><span class=""t4"">zhè</span><span class=""t4"">fèn</span> <span class=""t1"">gōng</span><span class=""t4"">zuò</span> <span class=""t1"">gōng</span><span class=""t1"">zī</span> <span class=""t4"">bù</span><span class=""t1"">gāo</span>， <span class=""t4"">huà</span> <span class=""t4"">yòu</span> <span class=""t1"">shuō</span> <span class=""t2"">huí</span><span class=""t2"">lái</span>， <span class=""t2"">lí</span><span class=""t1"">jiā</span><span class=""t4"">jìn</span> <span class=""t3"">yě</span> <span class=""t3"">tǐng</span> <span class=""t1"">fāng</span><span class=""t4"">biàn</span>。</small><br><i>Ce poste n'est pas bien payé ; cela dit, c'est pratique d'être près de chez soi.</i><br><br>• 他脾气确实不好，不过话说回来，他对朋友很真诚。<br><small><span class=""t1"">tā</span> <span class=""t2"">pí</span><span class=""t4"">qì</span> <span class=""t4"">què</span><span class=""t2"">shí</span> <span class=""t4"">bù</span><span class=""t3"">hǎo</span>， <span class=""t2"">bú</span><span class=""t4"">guò</span> <span class=""t4"">huà</span><span class=""t1"">shuō</span><span class=""t2"">huí</span><span class=""t2"">lái</span>， <span class=""t1"">tā</span> <span class=""t4"">duì</span> <span class=""t2"">péng</span><span class=""t0"">you</span> <span class=""t3"">hěn</span> <span class=""t1"">zhēn</span><span class=""t2"">chéng</span>。</small><br><i>Il a vraiment mauvais caractère ; mais d'un autre côté, il est très sincère avec ses amis.</i><br><br>• 话又说回来，我们今天主要是来讨论预算的。<br><small><span class=""t4"">huà</span> <span class=""t4"">yòu</span> <span class=""t1"">shuō</span> <span class=""t2"">huí</span><span class=""t2"">lái</span>， <span class=""t3"">wǒ</span><span class=""t0"">men</span> <span class=""t1"">jīn</span><span class=""t1"">tiān</span> <span class=""t3"">zhǔ</span><span class=""t4"">yào</span> <span class=""t4"">shì</span> <span class=""t2"">lái</span> <span class=""t3"">tǎo</span><span class=""t4"">lùn</span> <span class=""t4"">yù</span><span class=""t4"">suàn</span> <span class=""t0"">de</span>。</small><br><i>Mais revenons à notre sujet : aujourd'hui, nous sommes surtout là pour discuter du budget.</i><br><br></div>"		HSK::7 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::7 · HSK 7-9
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">简（而）言之 — bref, en un mot (écrit)</span><br><br><small style=""color:#888"">HSK 7</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Tournure d'origine classique (言 = dire, 之 = pronom « cela ») : « pour le dire brièvement ». 简而言之, ou sa forme courte 简言之, introduit en tête de phrase une reformulation concise ou l'idée essentielle d'un exposé. Registre écrit et soutenu ; à l'oral, on dit plutôt 简单来说 ou 简单地说. Proche de 总而言之, mais celui-ci récapitule tout ce qui précède, alors que 简而言之 insiste sur la brièveté de la formulation.<br><br><b>Exemples :</b><br>• 简而言之，我们需要更多的时间和资金。<br><small><span class=""t3"">jiǎn</span><span class=""t2"">ér</span><span class=""t2"">yán</span><span class=""t1"">zhī</span>， <span class=""t3"">wǒ</span><span class=""t0"">men</span> <span class=""t1"">xū</span><span class=""t4"">yào</span> <span class=""t4"">gèng</span> <span class=""t1"">duō</span> <span class=""t0"">de</span> <span class=""t2"">shí</span><span class=""t1"">jiān</span> <span class=""t2"">hé</span> <span class=""t1"">zī</span><span class=""t1"">jīn</span>。</small><br><i>Bref, il nous faut davantage de temps et de moyens financiers.</i><br><br>• 简言之，这个方案成本低，风险小。<br><small><span class=""t3"">jiǎn</span><span class=""t2"">yán</span><span class=""t1"">zhī</span>， <span class=""t4"">zhè</span><span class=""t4"">gè</span> <span class=""t1"">fāng</span><span class=""t4"">àn</span> <span class=""t2"">chéng</span><span class=""t3"">běn</span><span class=""t1"">dī</span>， <span class=""t1"">fēng</span><span class=""t3"">xiǎn</span> <span class=""t3"">xiǎo</span>。</small><br><i>En un mot, ce projet est peu coûteux et peu risqué.</i><br><br>• 简而言之，这本书讲的是如何管理时间。<br><small><span class=""t3"">jiǎn</span><span class=""t2"">ér</span><span class=""t2"">yán</span><span class=""t1"">zhī</span>， <span class=""t4"">zhè</span> <span class=""t3"">běn</span><span class=""t1"">shū</span> <span class=""t3"">jiǎng</span> <span class=""t0"">de</span> <span class=""t4"">shì</span> <span class=""t2"">rú</span><span class=""t2"">hé</span> <span class=""t3"">guǎn</span><span class=""t3"">lǐ</span> <span class=""t2"">shí</span><span class=""t1"">jiān</span>。</small><br><i>En bref, ce livre explique comment gérer son temps.</i><br><br></div>"		HSK::7 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::7 · HSK 7-9
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">可不（是嘛） — ah ça oui ! tu l'as dit !</span><br><br><small style=""color:#888"">HSK 7</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Réplique orale qui exprime un accord total et spontané avec ce que l'interlocuteur vient de dire, souvent une plainte ou un constat : « Ah ça oui ! », « Tu l'as dit ! ». Malgré 不, le sens est affirmatif : c'est la forme abrégée de la question rhétorique 可不是吗 (« n'est-ce pas bien le cas ? »). Formes courantes : 可不, 可不是, 可不是嘛 ou 可不是吗, généralement suivies d'une phrase qui renchérit. Oral familier uniquement.<br><br><b>Exemples :</b><br>• “今天真热啊！”“可不是嘛，都三十八度了。”<br><small>“ <span class=""t1"">jīn</span><span class=""t1"">tiān</span> <span class=""t1"">zhēn</span><span class=""t4"">rè</span> <span class=""t0"">a</span>！”“ <span class=""t3"">kě</span><span class=""t2"">bú</span><span class=""t4"">shì</span> <span class=""t0"">ma</span>， <span class=""t1"">dōu</span> <span class=""t1"">sān</span><span class=""t2"">shí</span><span class=""t1"">bā</span> <span class=""t4"">dù</span> <span class=""t0"">le</span>。”</small><br><i>« Qu'est-ce qu'il fait chaud aujourd'hui ! » « Tu l'as dit, il fait déjà 38 degrés. »</i><br><br>• “现在房价太贵了。”“可不，年轻人根本买不起。”<br><small>“ <span class=""t4"">xiàn</span><span class=""t4"">zài</span> <span class=""t2"">fáng</span><span class=""t4"">jià</span> <span class=""t4"">tài</span><span class=""t4"">guì</span> <span class=""t0"">le</span>。”“ <span class=""t3"">kě</span><span class=""t4"">bù</span>， <span class=""t2"">nián</span><span class=""t1"">qīng</span><span class=""t2"">rén</span> <span class=""t1"">gēn</span><span class=""t3"">běn</span> <span class=""t3"">mǎi</span><span class=""t4"">bù</span><span class=""t3"">qǐ</span>。”</small><br><i>« Les logements sont hors de prix aujourd'hui. » « Ah ça oui, les jeunes n'ont absolument pas les moyens d'acheter. »</i><br><br>• “孩子们长得真快。”“可不是，一转眼都上大学了。”<br><small>“ <span class=""t2"">hái</span><span class=""t0"">zi</span> <span class=""t0"">men</span> <span class=""t3"">zhǎng</span><span class=""t0"">de</span> <span class=""t1"">zhēn</span><span class=""t4"">kuài</span>。”“ <span class=""t3"">kě</span><span class=""t2"">bú</span><span class=""t4"">shì</span>， <span class=""t4"">yì</span><span class=""t3"">zhuǎn</span><span class=""t3"">yǎn</span> <span class=""t1"">dōu</span> <span class=""t4"">shàng</span> <span class=""t4"">dà</span><span class=""t2"">xué</span> <span class=""t0"">le</span>。”</small><br><i>« Les enfants grandissent vraiment vite. » « C'est bien vrai, en un clin d'œil ils sont déjà à l'université. »</i><br><br></div>"		HSK::7 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::7 · HSK 7-9
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">老实说 — franchement, pour être honnête</span><br><br><small style=""color:#888"">HSK 7</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>老实 signifie « honnête, franc ». 老实说 (ou 说老实话, 老实讲) annonce en tête de phrase une opinion sincère, souvent un jugement négatif ou un aveu formulé sans détour : « franchement, pour être honnête ». Fréquent à l'oral, il s'emploie aussi à l'écrit courant. Il est proche de 说真的, qui sert en plus à passer d'un ton léger à un ton sérieux, et de 不瞒你说, qui annonce plutôt une confidence personnelle.<br><br><b>Exemples :</b><br>• 老实说，我对这个结果并不满意。<br><small><span class=""t3"">lǎo</span><span class=""t2"">shí</span> <span class=""t1"">shuō</span>， <span class=""t3"">wǒ</span> <span class=""t4"">duì</span> <span class=""t4"">zhè</span><span class=""t4"">gè</span> <span class=""t2"">jié</span><span class=""t3"">guǒ</span> <span class=""t4"">bìng</span> <span class=""t4"">bù</span> <span class=""t3"">mǎn</span><span class=""t4"">yì</span>。</small><br><i>Franchement, je ne suis pas du tout satisfait de ce résultat.</i><br><br>• 老实说，这部电影没有我想象的那么好看。<br><small><span class=""t3"">lǎo</span><span class=""t2"">shí</span> <span class=""t1"">shuō</span>， <span class=""t4"">zhè</span><span class=""t4"">bù</span> <span class=""t4"">diàn</span><span class=""t3"">yǐng</span> <span class=""t2"">méi</span><span class=""t3"">yǒu</span> <span class=""t3"">wǒ</span> <span class=""t3"">xiǎng</span><span class=""t4"">xiàng</span> <span class=""t0"">de</span> <span class=""t4"">nà</span><span class=""t0"">me</span> <span class=""t3"">hǎo</span><span class=""t4"">kàn</span>。</small><br><i>Pour être honnête, ce film n'est pas aussi bon que je l'imaginais.</i><br><br>• 说老实话，我当时根本没听懂他的意思。<br><small><span class=""t1"">shuō</span><span class=""t3"">lǎo</span><span class=""t2"">shí</span><span class=""t4"">huà</span>， <span class=""t3"">wǒ</span> <span class=""t1"">dāng</span><span class=""t2"">shí</span> <span class=""t1"">gēn</span><span class=""t3"">běn</span> <span class=""t2"">méi</span> <span class=""t1"">tīng</span><span class=""t3"">dǒng</span> <span class=""t1"">tā</span> <span class=""t0"">de</span> <span class=""t4"">yì</span><span class=""t0"">si</span>。</small><br><i>À vrai dire, sur le moment, je n'avais absolument pas compris ce qu'il voulait dire.</i><br><br></div>"		HSK::7 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::7 · HSK 7-9
